Network Slice ID,Timestamp,Device ID,Traffic Load (bps),Traffic Type,Network Utilization (%),Latency (ms),Packet Loss Rate (%),Signal Strength (dBm),Bandwidth Utilization (%),Network Slice Failure,QoS Metric (Throughput),Overload Status,Device Type,Region,Network Failure Count,Time of Day,Weather Conditions,Congestion Score,Congestion Class
3,2025-01-01 10:00:00,173,0.6517392117235423,0,0.4446794902963302,0.664692968929322,0.8452021663910063,0.7791873483826994,0.9360282989790034,1,0.7314847524532246,0,2,3,2,1,1,0.5669454919920787,High
3,2025-01-01 11:00:00,195,0.3511843288432261,3,0.7427084853826222,0.1134971947249396,8.317023906215232e-05,0.7767680198757152,0.9892781862021792,1,0.7370632507157928,1,2,1,4,1,0,0.32966991505595206,Low
3,2025-01-01 12:00:00,197,0.3731604063354137,3,0.2282683708862245,0.7215993251680171,0.1684385139668358,0.5351323990689099,0.3964166501323538,0,0.2170777769767751,0,2,3,0,2,0,0.38967297657370187,Low
3,2025-01-01 13:00:00,162,0.650277997881073,3,0.058262446114923,0.5009714778702031,0.0302804671534761,0.798168072056195,0.9909896959365232,1,0.5225367356665492,0,0,2,0,2,1,0.3121462658376318,Low
4,2025-01-01 14:00:00,127,0.2670627042138158,0,0.2999224293453557,0.8953319651647166,0.3281484367626586,0.5960097784339264,0.1557248174404042,0,0.7056195330613284,0,0,3,1,1,0,0.43063347517204603,Low
1,2025-01-01 15:00:00,159,0.1815744606974653,0,0.4744378752661797,0.9211404114141688,0.9084720415582048,0.3140833393054445,0.2533803358472084,1,0.6018379133788972,0,0,2,4,0,2,0.587389471611659,High
4,2025-01-01 16:00:00,178,0.5257220377311456,0,0.1679100717034471,0.0551829792648799,0.0968413024413098,0.5612303174815816,0.0887927612076815,0,0.3844323094762619,1,0,3,0,0,2,0.2647862709555834,Low
4,2025-01-01 17:00:00,193,0.5659393612948603,3,0.35483316967665,0.8217683883270501,0.6065459275266993,0.5335635348080177,0.2715750374872561,0,0.9400739211346708,0,1,3,4,1,1,0.5554941693160899,Medium
4,2025-01-01 18:00:00,136,0.320397565904862,1,0.40005418534072,0.0376986802386965,0.4515569916662795,0.8241935366228141,0.7679366944276651,0,0.5134394752281355,1,1,3,1,1,2,0.2817571921156546,Low
3,2025-01-01 19:00:00,192,0.8788739416493799,2,0.0571954699796335,0.3676445553778013,0.93876533652054,0.982841917940851,0.8529513541419094,1,0.9698664862524556,1,0,3,4,2,1,0.45093477676976695,Medium
2,2025-01-01 20:00:00,121,0.1563020272255411,0,0.5835215791732655,0.5430266676884326,0.1224207156112877,0.4108079598739358,0.7788953782801444,1,0.5633872774864647,1,2,3,2,2,1,0.400303148497991,Low
1,2025-01-01 21:00:00,167,0.4987480079415247,1,0.884792848049125,0.1482608012266683,0.211972815091239,0.7639891520016588,0.6310200633022374,1,0.7931658305217836,1,2,1,1,1,1,0.4427349237064331,Medium
2,2025-01-01 22:00:00,119,0.068542391894659,2,0.1516202211085464,0.7473337890962509,0.029398468747962,0.0987924203787753,0.5138824201255612,1,0.7417448887935877,1,1,2,4,1,0,0.3440983183254296,Low
4,2025-01-01 23:00:00,195,0.0625628778233812,2,0.5980336685167447,0.0083138117812346,0.4339877892085168,0.7774616216912362,0.7086840192081243,0,0.6604497567024344,1,1,2,0,0,0,0.2652908240688705,Low
4,2025-01-02 00:00:00,199,0.1471841863943519,2,0.6650171288026532,0.1687885187315135,0.2778097647455318,0.3710886169875356,0.3907091018844293,1,0.0133242071796073,0,0,3,3,2,0,0.3728162047092534,Low
2,2025-01-02 01:00:00,167,0.2674344067449542,1,0.4194209598181138,0.5815788638979581,0.8701698208194205,0.0382768358729777,0.8413315404908355,1,0.0763668059359367,1,0,1,3,1,0,0.562813562162325,High
2,2025-01-02 02:00:00,190,0.2138424693512344,1,0.7014039047169771,0.7153616422993827,0.6050762518649849,0.3628985649705107,0.6771594956654647,0,0.5810166599425294,0,0,1,1,2,1,0.5582105750111006,Medium
2,2025-01-02 03:00:00,163,0.9055374774084988,3,0.4108111044162554,0.9179079397393434,0.6142306122906535,0.6108800728185839,0.6977808563111685,0,0.9117034990335462,1,0,0,3,1,0,0.6631713143248676,High
4,2025-01-02 04:00:00,116,0.8965899074972624,1,0.5047901829979948,0.7064579508785164,0.5320107324302634,0.118325658765499,0.5358591009004259,0,0.6006972316260051,0,0,0,2,1,2,0.7036893738492322,High
4,2025-01-02 05:00:00,111,0.859483088647715,1,0.007117593895966,0.67269209805474,0.0917370428569735,0.925012786401689,0.885266567532293,0,0.2351207385202065,1,2,1,1,1,2,0.3761972287151609,Low
1,2025-01-02 06:00:00,121,0.8944387069203444,1,0.6920191083090386,0.394855137034781,0.4450765962657064,0.0766495994213656,0.2518447905072292,1,0.3194425152476141,0,2,0,0,1,0,0.6808495307409531,High
1,2025-01-02 07:00:00,116,0.6231915670266469,2,0.6616179503772985,0.0012333691054361,0.9998319030168238,0.930999134322604,0.3810200315708494,0,0.6227414173243546,0,0,2,0,0,2,0.48177396847620657,Medium
4,2025-01-02 08:00:00,109,0.1926621023673222,0,0.0381896729452577,0.120279093376184,0.8354763674322478,0.7076029885622257,0.7776448931617517,1,0.5966052080382572,1,2,1,1,1,2,0.2509497693338851,Low
2,2025-01-02 09:00:00,164,0.7372385840581904,3,0.3682964931647896,0.5352701022134009,0.8937343590419181,0.3292852752409603,0.4926578499760561,1,0.9556768088782628,1,0,0,3,0,0,0.6181051523185689,High
2,2025-01-02 10:00:00,121,0.4808517552372219,0,0.9795552061763562,0.6760475303934806,0.8234676171208307,0.390467763978048,0.8892529027789897,0,0.5285551112189462,1,0,1,3,0,1,0.715261224403508,High
1,2025-01-02 11:00:00,189,0.5509833423847722,0,0.4208239367434829,0.4179954927409476,0.1029338243398198,0.741354447853388,0.3462603097264116,0,0.3542800507053976,1,1,0,0,1,1,0.3807878248032181,Low
4,2025-01-02 12:00:00,181,0.3261945673560599,1,0.5020961979722391,0.7316765119125428,0.2274006940680445,0.6016867376612245,0.3691986740257638,0,0.5244584761784216,0,2,1,2,2,1,0.4472650871756063,Medium
1,2025-01-02 13:00:00,149,0.8202350851577177,3,0.9103995597596743,0.522559606774604,0.0029653436039736,0.6720244699440945,0.888774522010654,0,0.7860079317181191,0,2,3,3,2,0,0.5868117136332507,High
1,2025-01-02 14:00:00,113,0.9014198146384024,0,0.7175808164448716,0.0742299262978275,0.3034994377160713,0.3888782835370719,0.4642699733752504,0,0.539847660961922,1,1,2,2,1,1,0.5567893161572338,Medium
3,2025-01-02 15:00:00,163,0.5555294646593246,0,0.5822834960077403,0.192239385166357,0.1085022313675733,0.4877603906326875,0.5160411990810942,1,0.3252835474193539,1,2,0,3,1,1,0.41601239331027046,Low
3,2025-01-02 16:00:00,146,0.7859794695560047,3,0.7981865204553742,0.8411528778017322,0.4728647222820619,0.9910014311485168,0.3326202364339794,0,0.337866877353162,0,1,3,1,1,2,0.6365515667332229,High
3,2025-01-02 17:00:00,128,0.840015446799797,1,0.8648000857090186,0.7259019575910072,0.6772979214809698,0.2132222022908081,0.2765080793828163,1,0.7565510535497127,1,2,1,4,2,1,0.7909956325239297,High
2,2025-01-02 18:00:00,175,0.2858837617186457,0,0.4570036778188571,0.8959953683915375,0.8747714116189269,0.4176376908539034,0.6559111509816793,0,0.0653729763639657,0,0,3,0,2,0,0.5834909916774367,High
4,2025-01-02 19:00:00,135,0.7684048397005013,2,0.4752381998417592,0.1176733431868607,0.7494225452152569,0.2913067040511903,0.1196274002955597,1,0.273925749520371,1,1,2,1,1,1,0.5531628046975473,Medium
4,2025-01-02 20:00:00,198,0.3509561880681262,0,0.386111222675811,0.9915931473484044,0.938882776837686,0.7657140526729533,0.879308272401754,1,0.1520644534892067,1,0,0,3,2,2,0.5585607907803751,Medium
4,2025-01-02 21:00:00,151,0.7551237079441957,2,0.967219879856594,0.2096548481807807,0.05376659784735,0.7646125697354944,0.7792059717016753,1,0.9446365211777844,0,0,0,0,0,2,0.5158899708031319,Medium
4,2025-01-02 22:00:00,175,0.0132555354742212,1,0.6974695015353027,0.011743907825254,0.0120279188382916,0.2919304487553467,0.1905582413654549,0,0.0890468617090582,0,2,1,4,2,2,0.2880446613298735,Low
3,2025-01-02 23:00:00,106,0.9817609796921324,0,0.0830468649536815,0.998803902882466,0.6615008924613291,0.0803762932574563,0.6939948632452864,0,0.7579244624291049,1,1,2,4,2,2,0.7031314316185275,High
2,2025-01-03 00:00:00,128,0.5741557678439473,3,0.8633923440720057,0.2814250463529409,0.2893348597650114,0.0102532479884231,0.602577887976903,0,0.6300156852426685,0,0,3,3,1,1,0.6075342790160647,High
2,2025-01-03 01:00:00,110,0.7298768707543558,3,0.4806940330617499,0.66892687530593,0.2534660858166275,0.4272547220998886,0.1843429921087422,1,0.6323973231407815,1,0,1,0,0,2,0.5603598055727232,High
3,2025-01-03 02:00:00,132,0.8910933841400984,0,0.0685664057236521,0.1768834047455353,0.330889672177772,0.4101013219806946,0.2730405071814097,1,0.7631800735773496,0,1,0,3,1,2,0.4134098809446063,Low
2,2025-01-03 03:00:00,105,0.2476651739211723,1,0.5499053546181529,0.5810097492751621,0.2697690270195232,0.9895203321538404,0.4088680057101632,0,0.3998067928490989,1,2,3,4,2,2,0.3576318862197162,Low
3,2025-01-03 04:00:00,178,0.4865107593415301,1,0.417248863436404,0.905281698432511,0.5115265164421356,0.4697063990069989,0.6992193643572551,0,0.4000624871013899,1,0,1,1,0,1,0.5632692629962562,High
4,2025-01-03 05:00:00,131,0.4591817202482171,3,0.8781936754501751,0.3205885478468796,0.4402039987993429,0.2558181761842431,0.6386802036253765,1,0.2878927152774226,1,2,3,1,1,0,0.576119431886239,High
3,2025-01-03 06:00:00,150,0.4048052011645195,0,0.203912716834731,0.6711646111248799,0.5125191424835677,0.8921301719284191,0.5321567424530278,1,0.5973015999881144,0,1,3,2,2,2,0.37947074730806096,Low
4,2025-01-03 07:00:00,174,0.3125395073049564,1,0.8268688300903255,0.188120810751259,0.6728819046736525,0.4910225532244812,0.7684098409395712,0,0.9297485950696588,0,2,1,4,0,2,0.4997551492164479,Medium
4,2025-01-03 08:00:00,157,0.7770519315177038,3,0.5578830157977888,0.6256406838480142,0.3871603588162641,0.5993858446747642,0.7579336051271057,0,0.9239196731223328,0,1,3,4,1,2,0.5770280507197009,High
1,2025-01-03 09:00:00,186,0.3755608924421969,2,0.0544117573080649,0.3368811203503392,0.2512716935836557,0.0946884463694441,0.6178091109234174,0,0.7026363694812721,0,2,3,3,0,1,0.348356873589765,Low
3,2025-01-03 10:00:00,125,0.265758406709342,0,0.9723630545043056,0.2114589826678694,0.1661232854971317,0.382615301314043,0.786995470376596,1,0.90610124622681,1,2,2,2,2,1,0.4693483594644491,Medium
1,2025-01-03 11:00:00,197,0.8144581155794554,2,0.5127743693730182,0.3135793693919574,0.3494857145306165,0.9452497030154724,0.3341203873684455,1,0.9635019487361308,0,0,2,2,1,2,0.4551593968437816,Medium
3,2025-01-03 12:00:00,145,0.8772402311232984,2,0.2908628166740667,0.1790452624405438,0.7420082628590813,0.5896927296485701,0.8812858074366214,0,0.7948893579724683,0,2,0,0,2,0,0.5006821444190268,Medium
3,2025-01-03 13:00:00,197,0.935664301421818,1,0.4695322243917317,0.903159773776508,0.7569139201016413,0.3441099231519045,0.6148590761501203,0,0.4071608162377473,0,0,2,3,0,2,0.7438516857511496,High
1,2025-01-03 14:00:00,128,0.2950171828954514,1,0.858286520081389,0.3977049679556697,0.6670708641797245,0.6259400257455663,0.8223804939165702,0,0.482641405473741,1,1,1,1,2,0,0.5240365451004678,Medium
1,2025-01-03 15:00:00,103,0.7642025979113434,1,0.3049000404048609,0.2455790086165758,0.2339838050863608,0.911357172869638,0.5462056023616748,0,0.9312019758251936,0,1,3,0,0,0,0.3647854561348746,Low
3,2025-01-03 16:00:00,180,0.4863549558853642,0,0.1925856709505338,0.4489995564346872,0.588213513862053,0.2734319542272265,0.2182572976252466,0,0.6696448930054465,0,0,0,2,1,1,0.45675230194113586,Medium
2,2025-01-03 17:00:00,198,0.6618586462015118,2,0.1289308500340793,0.320944057561894,0.5708084961684877,0.5051045384413595,0.5423353582506878,1,0.8205085677066054,1,2,2,1,2,1,0.42174177923034584,Low
4,2025-01-03 18:00:00,112,0.0561526784839878,0,0.2978508137318947,0.7454365067769928,0.484343136833569,0.9597508876552572,0.3709807528410145,0,0.1150973340684744,1,1,3,4,1,1,0.31627701178611595,Low
1,2025-01-03 19:00:00,138,0.1262898300406869,1,0.7804160594437826,0.9725632069916198,0.5500877809739229,0.1715972908009169,0.6974750936775591,1,0.1929764919100317,1,1,1,3,1,0,0.6279626872953923,High
4,2025-01-03 20:00:00,114,0.2755884919115748,2,0.4717534808966643,0.4386104584855936,0.4918712189994453,0.7201590132074951,0.4756971887997652,1,0.3433607679736286,1,1,3,2,1,0,0.390314415767971,Low
2,2025-01-03 21:00:00,128,0.4293542614471025,0,0.2274180586924596,0.8622182940987583,0.5655726636989599,0.614727405136317,0.8361342911561971,1,0.1873090534549008,1,0,1,4,1,0,0.4792635276390386,Medium
2,2025-01-03 22:00:00,128,0.4700979781162917,0,0.1660735860673881,0.5666236392629673,0.7156949924194521,0.6800756706952313,0.6780422032100011,1,0.9063808693736704,1,1,3,2,2,1,0.42771051715714653,Low
2,2025-01-03 23:00:00,174,0.9643610722839006,3,0.332748123046986,0.1574087997166677,0.109523518278202,0.350843581941973,0.6845162449945519,1,0.2159927478564672,1,1,0,1,2,1,0.46956104922648945,Medium
1,2025-01-04 00:00:00,131,0.9783221748381872,0,0.9404171979579312,0.691562658717632,0.7498313303458582,0.3134150388075094,0.2169739656725899,1,0.5566874147061535,0,1,0,0,1,1,0.8334598186733083,High
2,2025-01-04 01:00:00,101,0.324580888702914,1,0.3430534005781558,0.5141196930064708,0.1357942031825753,0.6846209314436793,0.9843198023917044,1,0.0844009936596098,1,1,2,1,1,2,0.337408501682396,Low
1,2025-01-04 02:00:00,146,0.456511916738633,0,0.9886545417658604,0.6514889137161548,0.0665024768983142,0.2148464481451943,0.8416985184947663,1,0.1539909799642542,1,0,2,3,0,0,0.6193378016823223,High
2,2025-01-04 03:00:00,177,0.0316269887198297,2,0.485368195350101,0.890913498887559,0.9763950434494028,0.4194405016369189,0.789010931873394,0,0.2465533506800248,1,0,3,3,1,0,0.5409746770668671,Medium
4,2025-01-04 04:00:00,183,0.919804622465968,0,0.1790626404137687,0.4410148239292641,0.957297872767976,0.1874130996753908,0.3300709110288169,0,0.9828993812180752,1,2,3,2,0,2,0.6284024964696747,High
4,2025-01-04 05:00:00,121,0.0605774966390968,3,0.891594819610456,0.9024202275316014,0.0603080219714266,0.007118017098548,0.5355546608756145,0,0.7968504831069005,1,1,2,1,0,0,0.5765056252996403,High
3,2025-01-04 06:00:00,174,0.6598632490807597,2,0.46047368694652,0.7516952517223082,0.4433104982713639,0.9711444688095412,0.1368955843633781,0,0.6731960614569706,0,0,2,0,1,0,0.501248188770555,Medium
4,2025-01-04 07:00:00,126,0.5670722749975516,2,0.7099843563863864,0.4892544274768163,0.1861774039974225,0.4315172218416256,0.5383999168756466,0,0.916189347600148,0,2,3,3,2,2,0.5303140706647173,Medium
3,2025-01-04 08:00:00,166,0.9320051459655808,3,0.9842386031591536,0.6040364076809948,0.4854223587837487,0.97043504982321,0.1456845222714744,1,0.9561831547457812,0,2,3,0,0,0,0.6771163151614633,High
4,2025-01-04 09:00:00,180,0.0671323706163584,1,0.0499733410134755,0.325996275772897,0.830421870483225,0.1394488359217116,0.5529665566366027,1,0.4529543680443211,0,1,3,4,2,1,0.34812163824626485,Low
1,2025-01-04 10:00:00,155,0.7506788579161511,2,0.0965288788671518,0.984958388223843,0.950914785783696,0.5875490684911511,0.6486819518126044,1,0.3269223778919747,0,2,0,2,1,2,0.6132984694344761,High
4,2025-01-04 11:00:00,191,0.4434322165935133,1,0.7207781770178656,0.6682576251299399,0.6344023017435019,0.2002427488197926,0.3900713109091469,1,0.3145336555269716,0,0,1,0,1,0,0.639828056367389,High
3,2025-01-04 12:00:00,192,0.6343181595605453,2,0.2818038968487957,0.0438569826035376,0.3539194105099137,0.7907356899020968,0.4984557317244267,1,0.0346175571484212,0,2,1,2,1,1,0.3222794687142153,Low
3,2025-01-04 13:00:00,120,0.7902696290097133,2,0.1842041311003697,0.3270385451877357,0.6034602212814424,0.7843494880115587,0.8756878327372646,0,0.2788143281308224,1,2,2,4,1,0,0.4318927590555504,Low
2,2025-01-04 14:00:00,146,0.2006292233865439,1,0.0391514259172085,0.624157589895457,0.3119947352522371,0.1116669336108486,0.1083461874198183,0,0.3543111726022218,1,0,0,0,0,2,0.3648258505512378,Low
1,2025-01-04 15:00:00,179,0.3495528440808041,2,0.0216225799110152,0.0563613580342112,0.910106878836732,0.9130144453201658,0.7917398343762865,1,0.035788674646231,1,2,3,0,0,1,0.253629992632282,Low
4,2025-01-04 16:00:00,158,0.4995125577585669,1,0.7748492315962416,0.0238656236750175,0.8706645897699552,0.1938833627964507,0.1705579760157649,0,0.8824924685020421,1,2,3,4,2,0,0.5748807561197313,High
2,2025-01-04 17:00:00,183,0.6537969302267608,3,0.1342972179764361,0.4506182786348494,0.5583445455969672,0.613220183307855,0.0364674760678211,0,0.8477033906888319,1,2,2,1,2,2,0.42891584712113595,Low
4,2025-01-04 18:00:00,105,0.2044464080626063,1,0.4678446815440715,0.3331155427095451,0.3247985484753042,0.9867575568038632,0.1853828848147569,0,0.2506439563121205,1,2,2,0,0,0,0.2854020296942946,Low
4,2025-01-04 19:00:00,118,0.7516170172986352,3,0.6061287871070002,0.4388757907075784,0.2933740822879426,0.8832763814598978,0.7650413841964352,0,0.8023521099320594,0,1,0,0,1,0,0.4887262643671313,Medium
2,2025-01-04 20:00:00,156,0.4208051032309186,2,0.4284451217344147,0.263018047397849,0.033276373839086,0.9576191339523366,0.4050063101149073,0,0.7959976000849627,1,1,1,3,2,1,0.27626475170391557,Low
2,2025-01-04 21:00:00,168,0.5873756910996163,1,0.0268866279220751,0.1649016375923894,0.8160585189000946,0.3422023396449101,0.8725539351573384,1,0.3342543286915393,1,0,1,1,0,0,0.40762433416217836,Low
2,2025-01-04 22:00:00,102,0.8271850321845425,2,0.7838721718778325,0.6900811468948982,0.4504437261649165,0.1046188017511373,0.5246269689965575,0,0.6967367834272301,1,2,3,0,2,2,0.7426542690566403,High
2,2025-01-04 23:00:00,100,0.9049075862928572,1,0.0102802417720491,0.5152579461196369,0.325132723416112,0.1875857341197582,0.0220051069173987,0,0.2890461303387801,0,0,2,4,0,2,0.502480594634607,Medium
2,2025-01-05 00:00:00,157,0.4898137926122452,3,0.7622436864492448,0.2003890443468343,0.4711809161079072,0.5004717873755877,0.7166959645312818,1,0.0692054518598473,0,1,0,2,1,1,0.4986985479445873,Medium
4,2025-01-05 01:00:00,137,0.6137788125105724,3,0.893760911858025,0.3199959560082518,0.8189770724834665,0.7938987020832862,0.1100164986784064,1,0.5042397261119357,0,2,3,4,0,1,0.5946458778538267,High
2,2025-01-05 02:00:00,114,0.3032992494724941,1,0.4329367471441647,0.5926057709184922,0.1245167964153159,0.1493022023276298,0.7893858035929673,1,0.4376905065937718,1,2,1,1,2,0,0.4488623424510161,Medium
1,2025-01-05 03:00:00,133,0.267020414704285,3,0.5357195029974733,0.0722802802439381,0.8579139367129802,0.6600849178930333,0.1679051056710521,1,0.1371622157129747,1,1,1,3,0,2,0.3948153882972192,Low
3,2025-01-05 04:00:00,160,0.8657842255677923,2,0.4771146917985844,0.1476120806222536,0.8977861032125861,0.3231361995080626,0.3453070634592314,1,0.489978422609804,1,2,0,3,2,1,0.6014446310217234,High
2,2025-01-05 05:00:00,134,0.1956735605986414,2,0.3892713715862688,0.0732979970191868,0.9470090335841168,0.3408023385148646,0.7612683877133066,1,0.949342179229128,0,2,3,3,2,0,0.4018268367104527,Low
2,2025-01-05 06:00:00,163,0.0994793938800402,0,0.8878763615866605,0.8134321940150004,0.3975228633087894,0.6622762847572701,0.954291555292583,1,0.7311023909309352,0,1,0,4,2,0,0.5198123644524032,Medium
4,2025-01-05 07:00:00,124,0.8330488065455258,3,0.8943904199599373,0.7534379723416489,0.217087847060876,0.4668971163438888,0.3713031453358566,1,0.7385903780793888,1,0,3,2,1,2,0.6950760107022437,High
2,2025-01-05 08:00:00,123,0.993245920175212,2,0.3358374218309687,0.7543429701402666,0.3736641288575121,0.8127467754211277,0.8294195064782712,0,0.7572909012803368,0,0,1,2,1,2,0.5672770325450562,High
2,2025-01-05 09:00:00,111,0.584902867673899,1,0.6153088893929131,0.717302209437319,0.3329156623873318,0.1550806980455679,0.1906022575564123,1,0.7443586731830315,1,2,2,0,0,0,0.6201886258054314,High
2,2025-01-05 10:00:00,117,0.1022204218267287,3,0.9273902219609478,0.6702948101443258,0.1760814863312659,0.7906095351336675,0.8071917740619261,1,0.0187712159800132,0,1,2,2,0,2,0.449282415655424,Medium
4,2025-01-05 11:00:00,114,0.0960951202357529,2,0.9625686092831682,0.4776247224450951,0.6074032362842031,0.0631806638595531,0.6574570058643521,0,0.9246282444576256,0,0,1,2,2,0,0.5918242627324468,High
2,2025-01-05 12:00:00,179,0.9088304947427462,3,0.509115310441735,0.6431485813592811,0.4766973945695928,0.1933062345163056,0.1925541387832159,1,0.8299635133587734,0,0,2,0,1,0,0.6756248415759696,High
3,2025-01-05 13:00:00,126,0.0573256559325504,1,0.452937238227032,0.0383637993877055,0.8659628408058009,0.6564946314153612,0.30235056426793,1,0.2737496732777373,1,2,2,4,0,2,0.3166587148260026,Low
4,2025-01-05 14:00:00,171,0.6201433836949458,2,0.2786707646247532,0.62230491927011,0.0319673253305897,0.8557405520557619,0.1315615373047431,1,0.5522419663707923,0,0,3,4,0,1,0.37559853692517087,Low
3,2025-01-05 15:00:00,159,0.6976856509468399,0,0.9593794949910004,0.7789430574142597,0.6440222370841727,0.2520705946024879,0.3828399855413678,1,0.614577852655493,1,1,0,1,1,0,0.7788476443395648,High
4,2025-01-05 16:00:00,145,0.8450790591251859,0,0.1426846399833021,0.501024758384671,0.7631609154166945,0.326758746112302,0.2034628466885408,0,0.1309470058519083,1,0,3,4,2,2,0.5626062018497151,High
2,2025-01-05 17:00:00,188,0.0535852601027412,3,0.5800411912078309,0.3579743764931095,0.7596969276551107,0.5371842374255111,0.6439564770919597,0,0.2531093185981001,1,1,0,3,0,0,0.41337839166070484,Low
3,2025-01-05 18:00:00,116,0.8474083207948647,1,0.2825297274547322,0.2777726526693027,0.8863456918704423,0.2108665818742263,0.994578501154416,1,0.0221241672265702,0,1,0,3,2,0,0.5893609090956922,High
4,2025-01-05 19:00:00,192,0.1238637476518193,2,0.2789849842370111,0.6436732211387275,0.7292293385509047,0.8118676703612948,0.0117605616789744,0,0.863817364829191,0,2,2,1,1,0,0.3670510774283946,Low
1,2025-01-05 20:00:00,152,0.4643688624567089,1,0.40504364781879,0.6937442469530575,0.9281020190056358,0.7742593437580318,0.5408445544311149,0,0.0237807539315683,0,0,0,2,1,2,0.5291783782466268,Medium
2,2025-01-05 21:00:00,107,0.6925519270661764,2,0.9993317332916808,0.8721667751108323,0.3326600421187448,0.1444287747332242,0.5736020709612284,0,0.3179181550754027,1,2,0,1,0,2,0.7756389602194589,High
4,2025-01-05 22:00:00,178,0.1580993313805967,3,0.0547680389493998,0.3427733092767937,0.5032955386595824,0.4637199343325517,0.9142558706994182,0,0.077185112734444,0,0,1,0,0,2,0.2777078450869125,Low
1,2025-01-05 23:00:00,126,0.5580545935310405,2,0.578752427711033,0.7708260071742963,0.0139286676922284,0.7754532816517459,0.505918633213003,0,0.781174178169607,0,2,0,1,1,1,0.47413826465145,Medium
4,2025-01-06 00:00:00,145,0.3738548445971813,1,0.0823954484652105,0.5621099103998405,0.0068031391137431,0.3369206411298662,0.5436270724185834,0,0.9249204261631764,1,2,1,1,2,0,0.3269669300431476,Low
1,2025-01-06 01:00:00,149,0.2319379279030635,1,0.1544003075131155,0.8840527283045075,0.240085206600044,0.6333972578517979,0.4715548412457928,1,0.5623259650736533,1,2,3,3,2,1,0.36439829682718317,Low
2,2025-01-06 02:00:00,170,0.2853840777770853,3,0.4396650180886676,0.5285179730190741,0.1006982448217072,0.0491253838518148,0.2687398966937191,1,0.1385777867143321,1,0,2,0,1,0,0.4447017977157369,Medium
3,2025-01-06 03:00:00,102,0.5814685143472725,1,0.5106175736175762,0.5183210553669221,0.2601796906522369,0.6089214624821973,0.0557949587299744,0,0.5576657115583304,0,2,0,0,0,2,0.4743744672901026,Medium
1,2025-01-06 04:00:00,192,0.0671045485706146,2,0.2587533150042538,0.5786549181385408,0.1769712995062882,0.1518074474833763,0.4085390764198322,0,0.7700964366302853,0,1,1,1,1,0,0.35097002732486204,Low
4,2025-01-06 05:00:00,163,0.7904554802752825,3,0.3164630697992319,0.7503396466014064,0.0283760295631133,0.8313406665330945,0.0523561700794692,0,0.7181101379468277,1,0,3,0,0,0,0.4563528712934127,Medium
2,2025-01-06 06:00:00,143,0.3457234177046144,2,0.086793742778831,0.9660243874082812,0.9095871325732116,0.3550834157185076,0.5504203479045171,1,0.7414404327130066,0,1,3,0,2,0,0.5345097251307233,Medium
